age,gender,daily_gaming_hours,game_genre,primary_game,gaming_platform,sleep_hours,sleep_quality,sleep_disruption_frequency,academic_work_performance,grades_gpa,work_productivity_score,mood_state,mood_swing_frequency,withdrawal_symptoms,loss_of_other_interests,continued_despite_problems,eye_strain,back_neck_pain,weight_change_kg,exercise_hours_weekly,social_isolation_score,face_to_face_social_hours_weekly,monthly_game_spending_usd,years_gaming,gaming_addiction_risk_level
17,Male,9.3,RPG,Elden Ring,Console,4.8,Very Poor,Often,Average,1.6,,Anxious,Rarely,TRUE,FALSE,TRUE,TRUE,TRUE,3.2,6.6,8,4.1,366.44,4,Severe
16,Male,11.8,Mobile Games,PUBG Mobile,PC,3.3,Very Poor,Rarely,Poor,2.69,,Restless,Often,TRUE,TRUE,FALSE,TRUE,FALSE,2.7,4.8,10,1.1,270.57,5,Severe
13,Male,9.8,RPG,Cyberpunk 2077,Console,4.5,Poor,Sometimes,Below Average,2.05,,Restless,Rarely,TRUE,TRUE,FALSE,TRUE,TRUE,4.6,6.2,8,2.7,418.07,1,Severe
20,Female,7.5,Mobile Games,Candy Crush,Multi-platform,4.3,Very Poor,Rarely,Poor,1.41,2,Withdrawn,Daily,TRUE,TRUE,FALSE,TRUE,FALSE,5,7.5,4,3.6,83.3,7,High
32,Female,6.6,FPS,CS:GO,PC,3.7,Poor,Rarely,Average,,3,Irritable,Often,TRUE,TRUE,FALSE,TRUE,TRUE,0.9,5.2,6,9.4,77.47,6,High
20,Female,2.8,FPS,Valorant,Console,8,Good,Never,Below Average,1.18,4,Excited,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,1.3,6.5,3,10,13.4,9,Low
25,Female,12.6,Battle Royale,Warzone,PC,4.8,Very Poor,Sometimes,Average,,2,Euphoric,Rarely,TRUE,TRUE,TRUE,TRUE,TRUE,0.5,4.5,7,0,438.13,3,Severe
30,Male,5,MOBA,Mobile Legends,Multi-platform,6.9,Fair,Rarely,Average,,9,Irritable,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,1,7.1,4,10.5,106.3,12,Low
27,Female,5.4,FPS,CS:GO,Multi-platform,5.3,Good,Sometimes,Average,,7,Depressed,Often,FALSE,FALSE,FALSE,FALSE,FALSE,1,9.5,3,11.3,106.06,8,Low
17,Male,5.3,FPS,CS:GO,Mobile,6.5,Fair,Sometimes,Average,2.18,,Euphoric,Never,FALSE,FALSE,FALSE,TRUE,FALSE,2,6.1,1,6.5,122.21,3,Low
25,Female,9.4,RPG,Cyberpunk 2077,Mobile,4.8,Poor,Sometimes,Below Average,,9,Depressed,Rarely,FALSE,FALSE,FALSE,TRUE,TRUE,1.7,7.4,6,4.4,469.94,3,Moderate
24,Male,7.8,Mobile Games,Clash of Clans,Mobile,4.8,Poor,Always,Below Average,,10,Irritable,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,0.2,5.2,5,7.6,93.67,5,Low
22,Female,5.1,RPG,Skyrim,Console,6.7,Good,Rarely,Average,2.54,2,Angry,Often,FALSE,FALSE,FALSE,TRUE,FALSE,0.4,5.7,3,9.8,24.45,1,Low
19,Female,1.9,RPG,Cyberpunk 2077,Mobile,7.4,Good,Sometimes,Good,1.14,8,Angry,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,7.4,2,15.3,23.64,2,Low
15,Male,8.8,Mobile Games,Genshin Impact,PC,5.4,Fair,Always,Below Average,2.6,,Depressed,Often,TRUE,TRUE,FALSE,FALSE,TRUE,0.7,7,7,7.1,83.42,1,Severe
16,Male,1.8,RPG,Skyrim,Mobile,8.5,Fair,Always,Good,2.01,,Normal,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,10.1,1,11.8,35,6,Low
26,Female,2.9,Battle Royale,PUBG,PC,9,Fair,Always,Good,,6,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,9.7,3,14.3,33.83,14,Low
28,Male,3.5,Battle Royale,PUBG,Multi-platform,6.5,Fair,Always,Average,,10,Withdrawn,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.7,7.6,1,7.7,2.01,7,Low
16,Male,9.9,FPS,CS:GO,PC,3.7,Good,Often,Below Average,3.99,,Withdrawn,Never,FALSE,FALSE,TRUE,TRUE,FALSE,1.9,4.5,5,3.4,257,4,High
17,Male,6.3,FPS,Call of Duty,Console,5,Fair,Rarely,Below Average,3.66,,Angry,Rarely,FALSE,TRUE,FALSE,TRUE,FALSE,1.8,7.3,6,10.1,33.48,3,Moderate
19,Male,8,MOBA,League of Legends,Mobile,5.4,Fair,Sometimes,Poor,1.09,6,Withdrawn,Often,TRUE,FALSE,FALSE,TRUE,TRUE,1,7.1,4,2.9,18.98,8,Moderate
22,Male,3.8,Battle Royale,Warzone,Console,5.4,Good,Always,Average,1.69,5,Depressed,Often,FALSE,FALSE,FALSE,FALSE,FALSE,1,10,3,9.4,31.5,8,Low
20,Male,2.2,MMO,Elder Scrolls Online,Mobile,8.1,Good,Never,Good,1.15,5,Excited,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,8.8,2,12.5,0.65,8,Low
17,Male,3.6,FPS,Overwatch,PC,6.1,Very Poor,Rarely,Good,1.08,,Restless,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,6.4,3,10.2,15.92,5,Low
21,Male,3.7,FPS,CS:GO,PC,6.9,Fair,Often,Excellent,2.74,4,Euphoric,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.3,6.1,3,7.5,44.68,3,Low
21,Female,1.9,FPS,Valorant,Multi-platform,8.7,Good,Rarely,Good,3.9,3,Withdrawn,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,9.7,1,14.5,16.75,7,Low
18,Male,6.7,FPS,Call of Duty,PC,3.6,Poor,Never,Poor,1.39,,Withdrawn,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,7.5,4,5.4,148.22,5,Low
19,Male,4.1,Battle Royale,PUBG,Multi-platform,5.3,Fair,Often,Below Average,2.36,5,Irritable,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,8.1,2,11.5,36.57,3,Low
20,Male,3.9,MOBA,League of Legends,Mobile,6.7,Good,Never,Below Average,3.88,8,Irritable,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,7,3,12.1,42.46,2,Low
34,Male,2.8,Strategy,StarCraft II,PC,7.1,Good,Sometimes,Excellent,,2,Anxious,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,9.9,2,13.5,4.35,16,Low
20,Male,8.4,MMO,World of Warcraft,Mobile,4.3,Fair,Sometimes,Below Average,2,4,Angry,Rarely,TRUE,TRUE,FALSE,TRUE,TRUE,0.9,4.1,5,3,18.07,1,High
19,Female,5.4,MOBA,Mobile Legends,Console,6.4,Fair,Rarely,Average,2.94,3,Irritable,Never,FALSE,FALSE,FALSE,TRUE,FALSE,0.2,6.7,3,11.1,144.36,7,Low
13,Male,6.2,MMO,Elder Scrolls Online,Console,5.7,Very Poor,Always,Average,2.61,,Irritable,Often,FALSE,FALSE,FALSE,TRUE,TRUE,1.1,6.6,4,10.4,75.94,3,Low
21,Male,8.6,MOBA,Dota 2,PC,3.2,Very Poor,Sometimes,Below Average,3.75,6,Restless,Daily,TRUE,TRUE,TRUE,TRUE,FALSE,2.8,6.5,8,4.7,394.83,6,Severe
20,Male,7.6,Battle Royale,Apex Legends,Mobile,5.2,Fair,Rarely,Poor,1.45,7,Depressed,Rarely,TRUE,FALSE,TRUE,TRUE,FALSE,2.1,5.7,7,3.7,49.2,7,High
24,Female,8.6,RPG,Cyberpunk 2077,PC,3.8,Poor,Never,Good,,7,Irritable,Daily,TRUE,TRUE,FALSE,TRUE,TRUE,1.7,5,7,6.9,142.09,12,Severe
22,Female,3.8,RPG,Cyberpunk 2077,Multi-platform,5.4,Poor,Never,Average,1.25,8,Irritable,Often,FALSE,FALSE,FALSE,FALSE,FALSE,1.5,6.4,2,12.9,16.03,8,Low
17,Male,6.2,MMO,Final Fantasy XIV,PC,6.4,Good,Never,Average,3.16,,Anxious,Sometimes,FALSE,TRUE,FALSE,FALSE,TRUE,1.5,5.9,5,10.2,144.07,5,Moderate
18,Male,4.9,Strategy,Age of Empires,Mobile,6.3,Poor,Sometimes,Good,3.45,,Irritable,Often,FALSE,FALSE,FALSE,TRUE,FALSE,0.3,7.8,4,10.3,65.41,6,Low
20,Female,7,Strategy,StarCraft II,Console,3.7,Insomnia,Rarely,Poor,1.73,5,Anxious,Never,TRUE,TRUE,FALSE,TRUE,FALSE,0.5,6.2,5,4.9,99.51,8,High
19,Male,6.1,RPG,Elden Ring,Console,6.6,Fair,Sometimes,Below Average,1.15,1,Euphoric,Never,FALSE,TRUE,FALSE,TRUE,FALSE,0.1,8.9,3,5.9,96.25,4,Moderate
22,Male,6,Battle Royale,Warzone,PC,7,Poor,Sometimes,Good,3.24,5,Anxious,Never,FALSE,FALSE,FALSE,TRUE,TRUE,1.6,7,4,7,41.72,10,Low
19,Male,7.8,MMO,World of Warcraft,Multi-platform,3.5,Poor,Often,Good,3.5,10,Withdrawn,Rarely,TRUE,FALSE,TRUE,FALSE,FALSE,1.5,5.5,4,7.5,58.16,1,High
19,Male,8.2,RPG,Cyberpunk 2077,Mobile,4.4,Insomnia,Always,Average,3.66,6,Irritable,Never,TRUE,TRUE,TRUE,TRUE,TRUE,3.2,5.1,5,7.8,54.27,6,Severe
25,Female,6.6,Mobile Games,Candy Crush,Multi-platform,5.3,Poor,Often,Poor,,9,Restless,Rarely,TRUE,TRUE,FALSE,FALSE,TRUE,2.9,6.4,4,9.2,33.83,2,High
16,Male,1.9,Mobile Games,PUBG Mobile,Console,7.2,Fair,Always,Good,3.14,,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,8.2,1,12.6,17.48,3,Low
19,Female,4.8,MMO,World of Warcraft,PC,6.5,Very Poor,Never,Good,2.02,3,Euphoric,Never,FALSE,FALSE,FALSE,TRUE,FALSE,2,7.9,4,7,111.95,5,Low
19,Male,7.1,MOBA,Dota 2,PC,3.3,Fair,Rarely,Failing,3.78,4,Irritable,Rarely,TRUE,FALSE,FALSE,TRUE,FALSE,1.8,5.7,3,6.6,117.05,6,Moderate
19,Female,2.3,MMO,Final Fantasy XIV,Mobile,8.3,Very Poor,Rarely,Below Average,1.48,7,Irritable,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,9.7,1,11.5,13.66,9,Low
30,Male,3.5,MMO,Elder Scrolls Online,PC,5.1,Fair,Sometimes,Average,,3,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,6.2,3,8.6,45.36,4,Low
19,Male,6.2,Strategy,Age of Empires,Mobile,6.4,Poor,Often,Below Average,1.77,1,Anxious,Rarely,FALSE,FALSE,FALSE,FALSE,TRUE,2.4,8.4,3,9.4,36.33,3,Low
15,Female,6.8,MOBA,Dota 2,PC,5.3,Good,Sometimes,Below Average,3.27,,Anxious,Never,FALSE,FALSE,FALSE,FALSE,TRUE,1.7,6.6,3,6.1,125.63,5,Low
18,Male,3.8,RPG,Elden Ring,PC,5.2,Fair,Always,Good,3.74,,Anxious,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,9.4,2,13,3.71,8,Low
21,Male,5.3,Mobile Games,Clash of Clans,Multi-platform,6.2,Very Poor,Rarely,Average,2.24,2,Restless,Daily,FALSE,FALSE,FALSE,TRUE,FALSE,1.4,7.9,3,8.2,11.59,11,Low
23,Male,9.4,Battle Royale,Fortnite,PC,3.5,Fair,Often,Poor,,6,Normal,Rarely,FALSE,TRUE,TRUE,TRUE,FALSE,4.1,6.7,6,3.1,230.02,4,Severe
30,Male,8.3,MOBA,Dota 2,PC,3.4,Very Poor,Sometimes,Average,,1,Angry,Daily,FALSE,TRUE,FALSE,TRUE,FALSE,1.6,7,6,3.1,28.19,1,Moderate
13,Male,9.4,Mobile Games,Candy Crush,PC,5.3,Poor,Sometimes,Average,3.66,,Depressed,Sometimes,TRUE,TRUE,FALSE,TRUE,TRUE,0.8,5.7,7,3.6,209.9,1,Severe
20,Female,5.2,FPS,Valorant,Multi-platform,5.3,Good,Often,Below Average,2.76,7,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,1.2,7.2,4,6.5,38.79,2,Low
16,Male,8.3,RPG,Elden Ring,Multi-platform,5.4,Poor,Never,Poor,1.8,,Euphoric,Never,TRUE,TRUE,TRUE,TRUE,TRUE,3.1,6.9,3,8.1,15.74,4,Severe
30,Male,4.4,Strategy,Civilization VI,Multi-platform,6.3,Good,Sometimes,Average,,2,Anxious,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,1.6,7.5,2,10.4,38.23,11,Low
20,Male,10.3,MMO,Final Fantasy XIV,Mobile,5,Poor,Never,Poor,1.12,4,Anxious,Rarely,TRUE,TRUE,FALSE,FALSE,TRUE,1.9,4.2,6,4.5,420.51,7,Severe
20,Male,9.8,RPG,Elden Ring,PC,3.6,Poor,Never,Below Average,3.74,4,Irritable,Rarely,TRUE,TRUE,FALSE,FALSE,FALSE,0.6,3.6,8,2.9,362.82,7,Severe
14,Female,12.2,Battle Royale,PUBG,Console,4,Good,Sometimes,Average,3.98,,Depressed,Often,TRUE,FALSE,FALSE,TRUE,TRUE,1.3,2.4,7,0,98.66,2,High
25,Male,0.5,Strategy,Civilization VI,Multi-platform,7.7,Fair,Always,Good,,1,Normal,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.5,8,1,14.1,34.47,3,Low
20,Female,5.5,FPS,Call of Duty,Multi-platform,6.3,Fair,Sometimes,Poor,3.78,8,Normal,Often,FALSE,FALSE,FALSE,TRUE,FALSE,2.5,7.3,3,6,88.16,1,Low
24,Male,6.8,Battle Royale,PUBG,Mobile,3.6,Insomnia,Always,Average,,3,Irritable,Sometimes,TRUE,TRUE,FALSE,FALSE,FALSE,2.1,4.9,6,6.6,99.36,6,High
27,Female,0.6,Strategy,Age of Empires,Console,7.1,Very Poor,Never,Below Average,,9,Euphoric,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,8,1,13.6,43.71,12,Low
20,Female,4.4,Mobile Games,PUBG Mobile,Mobile,6.2,Fair,Often,Below Average,1.76,3,Angry,Often,FALSE,FALSE,FALSE,FALSE,FALSE,1,6.2,2,8.6,40.73,6,Low
15,Male,6.6,Battle Royale,Warzone,Console,5,Poor,Never,Failing,3.68,,Restless,Rarely,TRUE,TRUE,FALSE,TRUE,FALSE,0.4,7.4,5,6.2,31.87,2,High
26,Male,0.8,Mobile Games,Genshin Impact,Multi-platform,7.9,Good,Rarely,Average,,1,Normal,Often,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,9.9,1,15.4,36.55,9,Low
18,Female,6.5,Strategy,Civilization VI,PC,5.3,Very Poor,Never,Below Average,1.71,,Anxious,Rarely,FALSE,FALSE,FALSE,TRUE,FALSE,0.7,7.8,5,9.1,143.92,4,Low
26,Male,10.4,RPG,Elden Ring,Mobile,4.2,Fair,Always,Poor,,2,Anxious,Never,FALSE,FALSE,TRUE,TRUE,FALSE,2.2,6.5,7,2.6,65.47,14,High
18,Male,3.2,Battle Royale,PUBG,Multi-platform,8.2,Good,Never,Average,2.45,,Normal,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,10.2,1,13.9,34.09,2,Low
23,Female,7,Strategy,StarCraft II,Mobile,3.3,Very Poor,Often,Poor,,4,Anxious,Never,FALSE,TRUE,FALSE,TRUE,TRUE,0,6.1,5,8.8,134.49,13,Moderate
19,Male,2.6,RPG,Skyrim,Console,8.7,Good,Often,Good,2.62,7,Euphoric,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,6.6,2,9.1,27.14,5,Low
32,Male,7.4,RPG,Elden Ring,Multi-platform,4.7,Poor,Never,Poor,,3,Withdrawn,Often,FALSE,TRUE,FALSE,TRUE,FALSE,1.8,7.3,5,4.1,110.37,7,Moderate
24,Male,4,Battle Royale,Apex Legends,Multi-platform,6.7,Poor,Rarely,Poor,,5,Irritable,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,1.5,9.1,3,12.6,1.34,12,Low
33,Male,4.3,MMO,Elder Scrolls Online,Mobile,5.5,Fair,Often,Average,,10,Angry,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,6.1,3,9.6,2.87,5,Low
26,Male,10.7,Battle Royale,Fortnite,Multi-platform,5.6,Poor,Sometimes,Failing,,7,Restless,Sometimes,TRUE,FALSE,TRUE,FALSE,FALSE,5.6,4.3,7,0.6,129.73,5,Severe
19,Male,5.3,FPS,Call of Duty,Multi-platform,6.1,Good,Often,Poor,1.18,10,Restless,Never,FALSE,FALSE,FALSE,TRUE,FALSE,1.5,6.3,5,6,116.49,6,Low
27,Female,0.6,RPG,Elden Ring,Mobile,9,Fair,Rarely,Excellent,,10,Euphoric,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,9.1,1,11.7,36.67,11,Low
25,Male,5.1,FPS,Valorant,Multi-platform,6,Very Poor,Sometimes,Below Average,,7,Depressed,Often,FALSE,FALSE,FALSE,TRUE,FALSE,0.7,9,3,11.5,76.51,10,Low
17,Male,4.2,Strategy,Civilization VI,Console,6.2,Poor,Sometimes,Average,3.36,,Normal,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.9,6.7,3,7.6,10.39,3,Low
17,Female,10.6,Strategy,Civilization VI,Console,3.6,Fair,Rarely,Poor,2.62,,Depressed,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,1.5,3.6,6,3.8,53.97,3,Moderate
23,Female,4.4,FPS,CS:GO,Multi-platform,7,Very Poor,Always,Below Average,,9,Irritable,Never,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,9.6,3,9.6,22.6,12,Low
20,Male,5.8,Strategy,Age of Empires,PC,6.8,Fair,Rarely,Average,3.2,2,Anxious,Daily,FALSE,TRUE,FALSE,TRUE,FALSE,0.9,7.2,4,10.7,131.01,9,Moderate
30,Male,8.7,Battle Royale,Fortnite,Multi-platform,4.6,Fair,Sometimes,Below Average,,5,Euphoric,Never,TRUE,TRUE,TRUE,FALSE,TRUE,2.4,4.5,5,3.5,189.93,6,Severe
17,Male,4.7,Mobile Games,Candy Crush,PC,5.9,Fair,Often,Average,1.47,,Restless,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,2,8.8,3,10.5,21.16,2,Low
19,Male,2.1,FPS,Overwatch,Mobile,7.8,Good,Rarely,Below Average,2.47,9,Angry,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.8,8.8,1,10,14.14,1,Low
20,Female,6.3,MMO,Final Fantasy XIV,Console,6.6,Good,Rarely,Average,3.3,3,Euphoric,Rarely,FALSE,TRUE,FALSE,TRUE,FALSE,1.8,8.5,3,7.6,12.48,5,Moderate
15,Male,6.2,Battle Royale,Apex Legends,PC,6.6,Fair,Rarely,Good,1.34,,Normal,Often,FALSE,FALSE,FALSE,TRUE,FALSE,1.1,6.5,3,4.9,132.44,4,Low
19,Female,5,Battle Royale,PUBG,PC,5.4,Poor,Rarely,Average,2.59,9,Irritable,Often,FALSE,FALSE,FALSE,TRUE,FALSE,2,8.4,2,8.7,36.55,4,Low
19,Male,5.5,MOBA,Dota 2,Mobile,5.2,Poor,Rarely,Average,3.78,7,Irritable,Sometimes,FALSE,TRUE,FALSE,TRUE,TRUE,1.6,7.4,4,6.2,100.99,4,Moderate
21,Male,1.7,RPG,Cyberpunk 2077,PC,7.9,Good,Often,Excellent,1.28,4,Depressed,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0.2,9.3,1,10.9,11.94,1,Low
23,Female,4.6,MMO,World of Warcraft,Multi-platform,5.9,Good,Never,Failing,,2,Depressed,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,0.6,7.2,5,11.8,90.9,7,Low
18,Male,6.5,RPG,Cyberpunk 2077,Console,3.2,Very Poor,Rarely,Failing,2.7,,Angry,Rarely,TRUE,FALSE,FALSE,FALSE,FALSE,0.9,7.6,4,4.3,90.46,3,Moderate
19,Male,6.6,MOBA,Dota 2,PC,5.8,Very Poor,Sometimes,Average,3.91,3,Depressed,Rarely,TRUE,FALSE,FALSE,TRUE,TRUE,0.2,8.3,4,5.3,111.93,7,Moderate
22,Male,6.6,MOBA,League of Legends,Mobile,3.9,Poor,Never,Poor,1.74,9,Irritable,Rarely,TRUE,FALSE,FALSE,TRUE,TRUE,3.4,7.6,5,6.2,22.27,10,Moderate
26,Male,8.7,MMO,World of Warcraft,Console,3.1,Poor,Often,Poor,,3,Irritable,Sometimes,TRUE,TRUE,FALSE,TRUE,TRUE,0.9,7.2,7,1.6,423.75,12,Severe
20,Male,5.8,Battle Royale,Warzone,Console,6.1,Poor,Rarely,Average,3.99,9,Restless,Often,FALSE,FALSE,FALSE,TRUE,TRUE,2.1,8.2,4,7.4,50.13,5,Low
17,Male,9.9,Strategy,StarCraft II,Multi-platform,4.7,Poor,Never,Poor,1.4,,Euphoric,Sometimes,TRUE,FALSE,FALSE,TRUE,TRUE,0.7,6.4,6,3.2,162.18,4,High
15,Male,10.4,Strategy,Civilization VI,Multi-platform,3.1,Very Poor,Often,Below Average,3.03,,Restless,Daily,TRUE,FALSE,FALSE,TRUE,TRUE,2.5,4.9,7,3,157.76,2,High
22,Female,3.9,FPS,CS:GO,Mobile,6.7,Poor,Sometimes,Average,2.05,1,Anxious,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,1.1,7.6,1,7.5,7.34,1,Low
14,Female,9.4,MOBA,Dota 2,Multi-platform,4,Poor,Often,Failing,3.48,,Angry,Rarely,TRUE,TRUE,FALSE,TRUE,TRUE,3.3,6.2,5,4.8,497.21,2,Severe
19,Male,4.7,RPG,Skyrim,PC,6.3,Good,Never,Average,2.5,3,Restless,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,0.1,8.1,2,8.7,123.43,5,Low
21,Female,8.4,Battle Royale,PUBG,Mobile,4.8,Poor,Rarely,Excellent,3.34,9,Depressed,Often,TRUE,FALSE,FALSE,TRUE,FALSE,3.1,7.5,4,6.3,21.6,2,Moderate
20,Female,2.1,Strategy,StarCraft II,PC,8.5,Good,Never,Good,1.85,8,Excited,Daily,FALSE,FALSE,FALSE,FALSE,FALSE,0.4,9.3,1,13,5.6,2,Low
18,Female,4.1,Battle Royale,PUBG,PC,6.6,Poor,Often,Poor,3.98,,Depressed,Often,FALSE,FALSE,FALSE,FALSE,FALSE,1,9.6,3,12.5,9.84,3,Low
21,Male,10.9,MOBA,Mobile Legends,Multi-platform,4.2,Poor,Rarely,Poor,3.19,4,Normal,Sometimes,TRUE,FALSE,TRUE,TRUE,TRUE,4.3,5.2,7,1.6,259.23,1,Severe
21,Female,6.8,Battle Royale,Fortnite,Console,3.6,Fair,Sometimes,Poor,1.49,8,Euphoric,Rarely,TRUE,TRUE,FALSE,TRUE,FALSE,0.9,4.7,5,5.7,113.4,1,High
15,Male,2.9,Strategy,StarCraft II,Mobile,8.5,Fair,Never,Good,3.68,,Excited,Never,FALSE,FALSE,FALSE,FALSE,FALSE,0.6,9,2,13.3,34.24,5,Low
23,Male,7.4,Mobile Games,Candy Crush,Mobile,4.3,Insomnia,Often,Below Average,,8,Anxious,Rarely,TRUE,FALSE,FALSE,FALSE,TRUE,3.7,5.9,2,6.5,65.5,2,Moderate
22,Male,6.4,Mobile Games,Genshin Impact,Console,6.5,Good,Often,Excellent,3.49,2,Restless,Rarely,FALSE,TRUE,FALSE,FALSE,TRUE,0.1,7.2,3,5.3,138.19,2,Moderate
18,Male,6.4,RPG,Elden Ring,PC,6,Poor,Always,Average,2.09,,Euphoric,Often,FALSE,FALSE,FALSE,FALSE,FALSE,2.1,8.1,3,7.5,122.38,4,Low
19,Female,5.9,RPG,Skyrim,Mobile,6.3,Fair,Rarely,Average,3.28,10,Normal,Daily,FALSE,FALSE,FALSE,FALSE,TRUE,0.5,8.8,3,10.2,89.49,4,Low
18,Male,6.5,Strategy,StarCraft II,Mobile,4.6,Poor,Always,Failing,3.7,,Angry,Sometimes,FALSE,TRUE,FALSE,TRUE,FALSE,3.3,8,3,8.7,117.74,8,Moderate
17,Male,5.2,FPS,CS:GO,Multi-platform,6.4,Fair,Often,Excellent,2.22,,Angry,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,0.9,7.8,2,9.1,115.04,4,Low
17,Female,8.9,Battle Royale,Warzone,Mobile,5.2,Insomnia,Always,Below Average,2.43,,Irritable,Daily,TRUE,TRUE,TRUE,TRUE,FALSE,0.9,4.7,5,4.6,206.91,6,Severe
18,Male,7.1,Strategy,Age of Empires,Mobile,4.3,Poor,Often,Below Average,3.79,,Irritable,Daily,TRUE,FALSE,FALSE,TRUE,TRUE,0.7,8.1,5,7.2,70.71,6,Moderate
21,Female,6.1,Mobile Games,PUBG Mobile,PC,5.6,Poor,Always,Good,2.35,8,Normal,Daily,FALSE,TRUE,FALSE,FALSE,TRUE,0.9,8.2,4,10.7,143.21,6,Moderate
18,Male,4.5,MMO,World of Warcraft,PC,5,Fair,Always,Average,2.29,,Restless,Often,FALSE,FALSE,FALSE,FALSE,FALSE,3.4,9.5,1,11.2,2.07,6,Low
19,Female,6.6,Mobile Games,Clash of Clans,Console,4,Poor,Never,Failing,3.2,6,Normal,Daily,TRUE,TRUE,FALSE,FALSE,TRUE,1,8.1,5,7.8,68.84,7,High
19,Female,6.8,Battle Royale,Apex Legends,Mobile,5,Very Poor,Rarely,Failing,1.87,7,Angry,Rarely,TRUE,TRUE,FALSE,FALSE,TRUE,1.1,5.2,4,7.6,20.72,3,High
18,Male,5.2,MOBA,Dota 2,Mobile,5.7,Fair,Never,Good,3.09,,Irritable,Sometimes,FALSE,FALSE,FALSE,FALSE,FALSE,0,7.6,4,11.4,67.5,5,Low
19,Female,5.2,MOBA,Dota 2,Console,5.1,Very Poor,Often,Failing,1.45,6,Normal,Sometimes,FALSE,FALSE,FALSE,TRUE,FALSE,1.7,6.9,2,10.8,148.41,9,Low
22,Female,3.8,FPS,CS:GO,Console,6,Fair,Sometimes,Below Average,3.83,4,Angry,Rarely,FALSE,FALSE,FALSE,FALSE,FALSE,1,6.7,1,10.6,48.79,8,Low
14,Female,5.8,Strategy,StarCraft II,PC,5.9,Poor,Often,Average,2.4,,Restless,Sometimes,FALSE,FALSE,FALSE,FALSE,TRUE,2.7,8.5,5,9.4,86.15,4,Low
26,Male,7.4,MOBA,Mobile Legends,Mobile,4.1,Poor,Sometimes,Below Average,,7,Euphoric,Daily,TRUE,TRUE,FALSE,TRUE,TRUE,1.8,8.4,3,8.5,61.67,16,High
19,Male,9.3,FPS,Overwatch,Multi-platform,3,Poor,Always,Poor,1.42,8,Depressed,Sometimes,FALSE,FALSE,FALSE,TRUE,TRUE,4.5,7.2,5,2.4,232.19,8,Moderate
19,Female,5.9,Battle Royale,PUBG,Multi-platform,6.4,Fair,Rarely,Below Average,2.47,7,Restless,Often,FALSE,TRUE,FALSE,TRUE,FALSE,0.9,5.3,5,6.5,120.38,7,Moderate
26,Female,13.9,Mobile Games,Clash of Clans,Console,4.5,Poor,Often,Poor,,5,Irritable,Sometimes,TRUE,TRUE,FALSE,TRUE,FALSE,2.9,4.9,10,0,247.18,13,Severe
19,Male,5.8,Mobile Games,Genshin Impact,Mobile,5.7,Fair,Always,Average,2.61,5,Anxious,Sometimes,FALSE,TRUE,FALSE,TRUE,TRUE,0.5,6.5,4,5,96.56,5,Moderate
13,Male,6.4,MMO,World of Warcraft,Multi-platform,5.5,Good,Sometimes,Average,3.75,,Irritable,Often,FALSE,TRUE,FALSE,FALSE,TRUE,0.3,5.3,4,5.1,65.67,2,Moderate
