age,annual_income,education_years,work_experience_years,credit_score,loan_amount,loan_duration_months,interest_rate,debt_to_income_ratio,monthly_expenses,savings_balance,investment_balance,number_of_dependents,employment_stability_years,housing_status_score,marital_status_score,health_risk_index,insurance_coverage_score,spending_score,online_activity_score,device_usage_hours,location_risk_index,previous_default_count,financial_literacy_score,loan_default
59,51305.72898,9,20,647.7977863,8488.570029,36,5.177453053,0.5553471298,2480.878059,23581.24466,20192.6761,0,5,5,1,0.5065321053,4,14,50,2.503189968,0.1379892153,1,62,0
23,57301.09211,19,38,699.0885764,47296.66654,60,16.12602431,0.1462732454,2005.07422,13390.66879,32261.59338,0,10,1,3,0.6855963016,3,35,21,9.425029664,0.7594302186,0,93,0
18,49948.03257,17,20,727.7540762,31024.15881,60,8.664070974,0.4909175996,1798.894807,3356.330805,0,3,2,4,3,0.8608531209,1,24,70,8.840352288,0.273486901,1,21,0
60,103818.9689,9,32,721.5824801,44997.19575,48,8.659819602,0.5618411136,2425.361376,12421.54707,23390.0554,1,8,4,1,0.22074928,5,25,38,2.253492007,0.07988114958,0,24,0
37,43656.3386,10,10,814.2449675,29788.03588,36,7.083627009,0.8728837064,2212.495527,10993.75826,24338.2551,0,3,5,2,0.6401144166,3,30,66,3.249696892,0.10853298,0,14,0
41,61903.42189,8,23,650.0309896,7138.267057,60,3.085311262,0.2617339652,2220.090432,0,28929.45276,2,26,4,2,0.04283917031,3,70,66,6.17514287,0.1515797416,1,48,0
24,65402.73351,10,16,731.4625845,28915.59222,60,8.045971372,0.4758613141,2552.437605,12720.03006,28186.85012,1,4,3,2,0.9251645675,5,13,70,6.180245179,0.04225556658,1,4,0
50,67302.41348,9,20,666.51391,17649.25757,24,9.13733376,0.121520527,1915.557095,23004.42101,30951.0507,3,21,4,3,0.6375492275,2,60,59,10.31093473,0.9473979585,0,53,0
58,49430.73915,9,11,670.9124302,30744.69274,36,16.12031511,0.2543263898,1521.466729,11503.98684,0,1,15,5,2,0.2478750672,1,25,36,3.638996054,0.1724300486,0,30,0
33,77176.02939,15,36,775.0891839,36908.94014,60,9.437904444,0.3851992558,2606.059927,13272.95466,19517.26733,4,22,3,2,0.1077728076,3,20,42,9.119010243,0.8760315532,0,30,0
41,76656.74357,19,16,638.8195012,32954.23868,60,6.675692104,0.1946896568,2608.986044,16966.48019,30482.14897,2,17,4,3,0.7518929299,2,34,100,4.305130339,0.8130192195,0,29,0
47,48796.82007,13,35,664.8143406,21079.45683,48,16.9122925,0.2509547445,2827.691244,9403.29764,41602.24396,4,17,3,1,0.2607412235,3,91,35,10.22489144,0.26818346,1,5,0
62,63658.21341,8,14,687.1052318,34870.93329,48,3.603771091,0.5344275296,1697.552573,15260.70621,14781.86672,5,17,3,3,0.3370201505,2,68,48,7.075672238,0.792403415,0,40,0
60,67818.15671,9,38,620.6162811,8414.423011,24,4.04556029,0.5425674876,2076.237635,0,37147.77491,2,29,2,1,0.8883989772,5,32,61,8.441039124,0.2905244276,2,46,0
64,47045.52322,12,10,706.8463708,37208.0254,36,7.402250212,0.6272402879,1785.106083,9744.904364,17890.0932,2,16,1,3,0.5695462749,2,63,94,9.104888985,0.03507708613,0,20,0
25,63140.7278,14,3,649.5465986,1000,12,14.79655012,0.1130115676,4101.246366,22863.44944,25771.79477,5,15,3,2,0.795347578,1,95,88,11.23487703,0.584648194,1,26,0
29,49259.67946,19,34,659.74072,15320.4764,36,15.72434103,0.5506816652,1779.363362,26983.0903,23217.65153,1,24,4,1,0.3891174485,1,65,92,3.01887186,0.4426011027,0,50,0
25,47881.62884,12,26,607.9626917,19666.40667,48,16.57453793,0.3198571499,2436.052869,23107.72863,12753.79733,3,10,5,1,0.1744663125,2,15,31,0.6834251166,0.5740928549,0,76,0
41,48713.65071,18,3,634.3093639,16232.69916,12,6.941404029,0.4076848691,2533.498207,4471.332164,8273.738022,4,21,5,2,0.05292412295,1,55,79,6.345779941,0.8245563621,0,40,0
20,71550.6341,17,39,633.9736392,18051.38892,36,17.66792164,0.4738578098,321.2601219,12745.99858,20400.12489,2,2,3,2,0.1150540487,2,22,31,3.468273866,0.7498396595,1,25,0
43,71674.09099,9,6,649.9996171,24347.94748,12,5.953425978,0.303467153,2228.236317,5409.240316,32660.74057,3,25,5,3,0.04477314841,2,84,85,9.898189882,0.9028199701,0,71,0
46,82234.21585,15,17,702.7439421,25600.24178,36,8.423250642,0.2583613674,2470.450509,33738.63049,37895.83627,0,2,3,1,0.7878146272,1,44,33,2.895817157,0.9826957434,0,12,0
30,63983.36956,15,28,749.8234765,15165.69806,24,11.57061293,0.6754503803,1676.268105,12144.09799,16833.48418,3,12,4,3,0.6840192985,3,34,35,4.495074334,0.7186059476,0,45,0
47,61150.58466,13,21,714.1907673,14675.12678,24,5.228953971,0.4862495039,2871.796026,15002.54711,2489.09001,5,24,3,1,0.7216203057,3,66,20,6.756896489,0.906574339,0,53,0
26,54379.19921,14,15,654.9747451,1000,36,10.07876777,0.7289367139,2925.25289,15457.0464,7699.782309,5,6,1,2,0.2111992874,3,87,32,3.842669049,0.4339270132,1,9,0
53,72934.43328,17,19,692.2108147,26960.67487,24,4.033811952,0.8981386858,3324.53891,14683.51591,18336.59959,2,20,2,1,0.9864346482,3,12,34,10.72630815,0.7877441328,1,31,0
19,46492.60684,11,7,685.5569063,13532.53006,12,12.59886467,0.6365622158,1766.519414,11616.14246,3457.255045,3,22,2,3,0.8262631382,1,25,28,10.76239111,0.5298966188,0,38,0
41,67709.90925,8,9,668.7611748,16504.36694,12,12.32393255,0.4871774471,2527.771182,12419.78989,9597.921878,3,9,3,1,0.7048459337,2,65,23,8.660469497,0.5799241241,0,53,0
24,53947.55162,12,24,726.7712296,27375.96288,60,5.327262134,0.3654888132,2646.873354,14968.80594,16630.59251,3,26,3,1,0.3895643542,4,42,39,8.226103006,0.2418542033,0,79,0
62,28322.60364,15,18,779.3625399,8972.336397,24,13.92359474,0.4413688932,2997.104827,19917.85119,32811.29987,4,15,2,2,0.8852673048,1,39,63,10.66633993,0.0445199053,2,28,0
30,77865.82181,19,6,697.8395971,43209.26047,60,17.5508827,0.6898780502,2614.124388,21522.8414,9385.658313,2,2,3,3,0.1945099789,2,94,25,3.068999291,0.6252561911,0,15,0
47,79900.34108,9,18,712.9519975,23426.49576,48,8.9323255,0.4480073953,3652.096934,7964.702981,19555.19538,5,8,3,1,0.1937831355,1,87,52,11.97738932,0.6089750636,0,45,0
41,82586.23127,17,37,640.824069,47049.96531,60,16.46371629,0.7357676433,2771.916755,12955.05766,12605.86213,0,20,4,1,0.1259907375,4,79,68,5.559526468,0.08753204336,0,30,0
36,59314.3434,15,36,646.9700131,19033.63207,12,5.363643187,0.8564512931,2846.175595,0,24843.99541,2,0,1,3,0.1581611356,3,92,25,2.011785181,0.7919400304,1,82,0
30,58131.88188,8,13,830.7115957,33424.47581,12,15.9089951,0.3045803158,1137.813872,18995.10645,30291.92985,5,3,3,1,0.0145078592,2,22,19,1.389424613,0.9769409637,0,93,0
57,87915.51885,15,12,723.9681917,30613.3436,12,5.643337859,0.6463949193,1845.136397,8496.34227,16277.81099,2,17,1,3,0.5901636297,4,60,34,10.81540362,0.4331427713,0,86,0
39,53221.23074,14,9,738.1334252,43879.34525,12,15.18470461,0.8717570326,3210.642781,14673.79665,22577.37761,2,7,1,2,0.7155876205,4,18,45,7.128002917,0.48008927,1,1,0
42,48796.34328,17,2,599.1302016,42788.563,60,17.82097588,0.7715736223,3397.173232,4166.941041,5852.414615,4,12,1,2,0.4128219338,2,2,8,8.517910895,0.740079905,0,47,0
55,60865.36841,15,6,706.2957041,18006.51757,48,12.21853273,0.3198143674,1676.750866,15843.97059,10599.54628,2,27,1,1,0.9757190238,2,97,66,4.720318458,0.5545928234,1,17,0
51,50531.62576,10,20,615.0997647,9941.96951,60,10.06563448,0.2966251215,4254.395651,16423.81799,20890.65086,3,22,5,3,0.627555455,3,83,45,9.36599677,0.6865424996,0,9,0
64,62161.2802,11,31,673.4664373,4005.916793,48,6.09258199,0.246533859,2494.081876,20672.70142,54060.563,5,23,1,1,0.121892666,1,33,72,1.455521316,0.7471861456,3,65,0
43,39129.10935,15,38,554.6178464,29774.02843,12,5.892158885,0.2642563487,2063.409975,14961.16027,30023.28925,5,9,3,1,0.7398800366,3,100,76,5.220849091,0.6826701394,0,77,0
59,50358.45742,13,2,566.2696932,37788.10377,60,16.54695564,0.3802908866,2766.810826,36380.50496,28813.14641,0,14,4,3,0.1642883953,4,77,21,7.659883516,0.6217700586,3,75,0
38,70097.96669,17,4,622.5889242,28934.56384,12,7.035745052,0.177847763,3275.981205,0,24163.5099,1,11,2,1,0.09654489074,5,5,79,0.714150333,0.8786059147,0,97,0
41,64210.86191,12,9,642.4992271,32021.26605,24,14.42378663,0.1483933133,2894.141006,24922.92992,15384.36795,1,21,3,3,0.133077844,3,79,48,10.91246514,0.9591561112,0,91,0
30,48542.40129,19,38,630.3205857,50501.87936,48,12.21324182,0.1620163402,3304.658804,25526.17983,21652.53259,1,16,3,2,0.8294907707,2,7,51,7.501157038,0.6090713702,0,90,0
30,59899.33608,12,15,686.3662004,14987.12331,36,16.35332443,0.5116062162,1923.70598,14489.90435,6038.13148,1,14,2,3,0.7053885308,4,28,68,9.589256987,0.8276090851,0,95,0
34,58919.90855,8,17,765.9284684,29067.23354,36,12.09147164,0.4431310148,1569.301729,20825.97744,26652.65753,5,3,5,2,0.9339240344,4,76,61,4.192891739,0.4142660547,0,12,0
51,59560.73438,14,30,704.6215598,26368.60721,36,8.062029589,0.2224794022,3450.803974,24663.05581,26204.15755,1,27,5,1,0.5188596119,1,4,33,4.104858071,0.8940371586,0,79,0
58,50665.77018,16,30,651.5951082,34275.71752,24,9.604547579,0.812083753,1857.603783,12836.06708,38820.21493,0,25,5,2,0.5770004626,4,54,47,3.880489555,0.9989478184,1,80,0
35,70563.78669,10,4,707.8254888,15420.7648,60,14.48621647,0.5141752144,1653.177853,38129.63324,4640.276511,3,3,4,3,0.4910697762,1,81,43,1.33097196,0.5837877796,0,45,0
27,61677.01742,13,29,717.8214036,20336.27533,12,9.122216312,0.1982176836,1488.089582,20209.84586,0,1,16,3,3,0.63206397,5,29,6,10.33256394,0.3419035637,0,57,0
37,74086.22739,19,8,739.0122067,43904.573,12,3.395067754,0.4240098692,2356.162748,23638.15911,37465.51859,5,8,3,3,0.2238996365,2,4,7,7.727943447,0.7233994455,2,49,0
25,65649.69811,18,25,581.1377467,27551.61772,60,13.79765702,0.4353294396,2957.355104,11833.7089,23815.55838,0,14,5,2,0.2363458042,1,71,30,4.261060002,0.9687149655,0,54,0
37,70460.53832,11,36,693.981445,19009.12907,24,15.52614856,0.52784532,2371.048051,7731.787413,22780.62355,3,3,1,1,0.06186712895,1,17,46,1.322317729,0.1340202467,1,30,0
64,72891.45218,10,33,690.2084451,24664.12835,24,4.758014679,0.4417628415,3455.066917,37029.38423,22795.09438,0,2,2,3,0.4664666188,1,32,20,11.87822314,0.9931177876,1,94,0
53,68076.26513,14,32,682.5416932,1000,12,4.860977766,0.7090340942,2540.871242,19903.80935,8785.033643,1,10,1,3,0.8926705782,3,44,29,11.56598246,0.1082930413,2,73,0
18,80394.7501,10,33,693.857518,19923.44265,12,3.12898519,0.3877127864,1110.894072,15778.82086,45500.16449,5,29,1,3,0.5546382543,2,42,95,2.76406804,0.8477324886,0,65,0
50,75913.11495,10,19,675.7665028,18648.49342,24,8.935589385,0.2052269257,3534.244829,17667.79918,20473.07219,1,26,5,1,0.8527430912,5,53,69,5.679659764,0.1507324808,1,44,0
43,65055.90371,17,29,742.8162028,1000,48,3.973985792,0.6368864961,3359.709768,7410.707053,15487.90027,0,1,2,3,0.3844595184,4,33,70,5.104117377,0.05640608369,1,76,0
64,55920.33396,13,4,747.4097833,31236.76694,24,9.227066863,0.4914647578,3625.116742,10913.60097,1719.1461,0,5,1,3,0.7042276073,2,44,23,8.936586212,0.8359608433,0,24,0
31,39225.41714,15,17,591.2070599,33259.57429,12,14.02318859,0.6888964246,2391.894484,8592.76964,0,0,2,1,3,0.6417328348,4,6,49,1.422292951,0.6021425378,0,65,0
37,70130.86907,14,1,647.6380224,27302.18848,48,12.97308991,0.6415063441,2783.178661,38906.92112,23603.35759,2,4,1,3,0.560121234,2,23,40,5.444310362,0.6969775478,1,81,0
42,64832.92458,17,19,821.2325027,12570.15217,36,3.984398068,0.771957375,1082.765819,25800.48469,40007.6726,0,14,2,1,0.8836013825,3,10,4,2.974057013,0.9713832012,0,13,0
27,104134.7855,16,38,650.1913534,3684.735842,24,12.5918044,0.2745919673,3386.358495,9221.754602,8994.300574,1,22,1,3,0.5521307412,4,99,33,4.173078491,0.1094959273,0,95,0
27,60362.33642,8,20,738.7106422,16230.31064,60,6.097128935,0.4067581237,2804.639813,17851.59522,13561.37262,0,15,5,2,0.8513993364,4,100,9,5.825371143,0.5571772428,1,14,0
43,50883.1591,16,38,705.9054105,35529.63574,60,7.604782709,0.6935679975,1968.691273,20306.30203,33976.47655,2,15,3,3,0.5605209724,5,70,74,11.27429234,0.08689864809,1,27,0
31,44647.21854,12,34,702.7636299,42859.80711,36,13.76348699,0.679336479,1671.197518,2379.48179,2143.743599,0,0,4,3,0.5949506619,5,95,65,7.806395892,0.0208437212,0,77,0
28,41044.23633,8,38,701.1791378,37487.03406,60,9.188873339,0.7893710302,2224.17689,27306.84079,35034.49815,0,7,2,1,0.4456412796,4,100,66,10.46922562,0.4594201437,0,2,0
47,36143.02526,9,1,709.2868547,30066.21952,60,14.80123301,0.5252777753,2235.302237,9883.588103,24944.52205,0,23,2,2,0.3336594167,4,20,64,5.420860826,0.9445776631,0,98,0
21,69904.87177,19,30,761.2677286,14099.57516,48,11.84357042,0.1626443651,1438.919676,16790.17474,0,0,16,5,2,0.8772941633,2,35,35,11.4908325,0.5732766812,2,72,0
35,48209.2437,12,21,692.8562944,33951.6004,12,12.05272301,0.6671392456,3433.664924,15837.40322,23018.25709,5,13,2,2,0.4932242963,2,53,73,1.804222052,0.5944712007,0,50,0
55,74769.78415,13,27,700.7566556,20185.04069,24,14.3296317,0.8758047889,3281.996525,8990.340101,15573.88031,2,18,4,2,0.1881580926,2,21,86,4.49049309,0.1372541816,0,38,0
20,67880.0964,9,30,611.9721175,1000,36,6.604070304,0.4432766082,3719.1436,14935.33622,43990.85571,1,15,5,1,0.4989404532,3,33,75,2.544684706,0.3049523048,1,82,0
32,59729.83825,15,23,825.4177467,13756.31802,36,14.05116464,0.5942717935,1772.161138,14641.51758,15996.16072,1,10,1,2,0.8818277126,5,95,52,1.675862626,0.3400143605,0,76,0
35,43721.55411,17,35,659.7395754,29493.68609,36,17.01021539,0.6258775646,2350.684354,22966.30472,11096.49703,5,27,1,2,0.6355527043,5,60,40,3.320681771,0.7377315767,0,84,0
59,64314.94433,13,33,764.9710721,17676.85864,24,15.87691123,0.4278050996,1872.747395,3615.223291,0,3,9,1,2,0.8639131454,2,88,74,8.547004148,0.9312133289,0,11,0
46,58907.66144,15,32,719.0274725,26817.0014,60,10.50148404,0.8982423069,2198.294398,18568.3435,22579.40123,2,9,3,1,0.8020722818,3,59,99,6.620236201,0.1154984218,1,48,0
25,49372.25606,19,7,677.1200815,17830.79051,60,12.45784028,0.5861696068,2502.095857,18177.37714,29775.99059,1,7,3,3,0.916156922,1,63,3,4.837799932,0.2371816832,0,65,0
30,29374.68111,10,19,593.4392469,33358.48306,24,12.61735369,0.07836004515,2548.72495,12046.4664,25306.13735,0,15,3,3,0.9212413366,4,35,87,5.706987629,0.3762491357,2,48,0
20,74695.07741,15,21,635.5146138,27722.48049,60,14.21460987,0.666424878,2448.926052,13421.28855,25343.56285,4,0,5,1,0.7252710661,2,65,59,2.971712093,0.1003628712,2,74,0
55,45233.21624,18,10,735.462415,37754.19077,36,16.36529341,0.2901737994,2651.293636,17651.61045,0,3,11,3,1,0.1687078333,4,67,33,4.238136243,0.2623998542,0,69,0
29,58512.77525,8,14,792.2048814,26044.20399,60,15.29409184,0.6304544027,4076.139929,35445.13459,15885.24934,4,28,5,2,0.125833793,4,49,28,1.339683108,0.6458194722,0,38,0
18,51722.62291,18,9,660.1169983,9067.338568,48,14.83801047,0.8394754356,2131.43071,11083.87915,39361.26148,0,4,5,2,0.1707725543,4,58,3,6.888574022,0.4380762712,0,87,0
39,50293.1181,14,37,621.4243301,22338.36167,48,15.17597023,0.7375815206,1550.102807,10500.94987,19025.70127,0,16,5,2,0.8072366127,4,60,10,1.200034497,0.2167433856,0,11,0
25,70721.91405,13,10,687.1992481,36860.13586,60,8.040600053,0.2309530606,2573.072581,15531.88391,9446.939908,0,12,2,1,0.8065097958,1,53,34,1.954352617,0.5331096231,0,76,0
26,74270.39977,19,32,774.9048455,13145.46023,60,13.90075615,0.4039192541,2546.274389,14888.48216,27074.46295,2,13,5,3,0.3777583129,2,84,24,3.052475316,0.3243021333,0,76,0
54,42558.29061,14,4,626.0253157,7919.56837,12,4.272535757,0.8237779435,835.6423395,30520.12977,17715.23614,1,13,3,1,0.05545181291,5,49,81,1.645685679,0.1513898543,0,88,0
35,40757.22354,15,9,715.1237717,22588.49584,24,17.65562201,0.2108927153,3880.289099,3722.651707,35763.87668,4,18,3,1,0.7880523529,5,32,14,4.308742761,0.3555604604,0,72,0
31,96936.12191,15,19,801.3510836,46870.10622,60,16.41335881,0.4915521231,3126.674388,15499.4003,30386.41059,1,16,3,1,0.6904649828,1,73,25,10.98861072,0.03756246342,0,66,0
22,59188.98388,14,10,707.7067925,21822.84381,12,9.153504257,0.6655259016,2256.533486,14692.72502,1965.326607,3,20,5,3,0.6877920554,5,55,73,3.960715482,0.3771300876,0,90,0
43,38172.02132,16,5,737.6144241,30527.96119,24,14.25074236,0.5171956508,4187.167425,8591.023616,30295.89792,5,1,5,3,0.4737514017,3,39,63,5.036843095,0.9997048745,1,93,0
64,78387.72637,16,30,704.240383,8414.210008,24,7.360343184,0.4614478561,2535.617846,18291.39627,21561.68763,2,7,5,2,0.8327561076,2,59,81,5.439498247,0.2361270601,1,13,0
59,28569.96321,9,28,621.4219035,4077.128149,12,15.89229061,0.3775576136,2691.916979,8221.494537,51772.42218,5,19,1,1,0.5102047664,4,31,2,1.750797151,0.05140057922,0,28,0
63,66111.55229,16,21,741.1067409,46284.57359,60,10.41968673,0.5799445044,2564.036805,20951.87423,34799.32121,4,28,1,2,0.9715559949,4,97,81,10.66542657,0.717964162,0,76,0
23,39854.13668,14,26,577.7860069,35336.02098,60,10.46724162,0.6947916288,3344.289114,18226.19332,20893.73537,5,21,3,3,0.01332924709,4,60,53,10.84733854,0.08907585077,0,12,0
33,78880.33424,15,38,686.6408913,20724.89123,48,16.17730638,0.7922704848,3696.407304,12621.60156,8465.135164,0,1,2,1,0.8475508481,2,24,5,9.926038042,0.08946336824,0,4,0
52,57601.22525,14,38,667.5206831,19277.70784,12,16.92300973,0.5597887307,2263.021109,300.4470582,19093.10087,2,3,5,2,0.7326466326,2,69,9,11.7145463,0.2851546762,1,78,0
36,34778.06907,11,25,693.4655803,10961.64256,12,3.608583312,0.2170914218,300,12594.28504,19207.0904,2,28,1,1,0.4020394922,2,87,32,5.922360679,0.4576825192,0,32,0
55,54715.66528,8,9,650.1728411,13628.30629,36,11.84725322,0.85777834,4172.409984,11850.89635,27051.81457,4,1,4,2,0.01677654787,5,28,66,6.379946302,0.7145562269,1,84,0
41,47911.07306,16,37,736.1029853,17970.71425,60,15.65559827,0.7362204063,3912.067344,34465.98426,23978.63235,5,2,5,2,0.9040957562,1,13,45,3.525313423,0.1857998566,1,74,0
38,61314.71073,15,31,651.905179,15904.18045,60,3.182444712,0.1640655134,1739.228825,12884.02277,20452.16265,2,26,2,3,0.678435288,5,67,52,9.363756004,0.6905535472,0,16,0
18,48407.43564,15,21,745.6269092,22216.97316,36,9.858150178,0.6238912946,2990.363403,13640.88071,32444.89863,0,6,1,2,0.7741551996,2,39,68,3.834448108,0.719687353,0,88,0
57,61031.22074,8,16,658.4401271,26007.5143,36,3.61599249,0.7564367994,1869.706448,4761.313324,0,3,19,4,3,0.6078213848,4,89,28,9.816295422,0.5558948227,0,96,0
45,85708.92536,19,36,655.8830751,33936.01389,12,12.60732609,0.7424286142,1784.169491,20843.04885,36737.45603,4,15,2,3,0.8663089164,1,11,62,8.16911119,0.3882438734,0,42,0
21,34338.0593,15,33,709.2725198,40332.27891,24,10.51765095,0.07443863692,1525.01439,22986.30537,48886.18835,2,21,4,2,0.999128837,5,10,53,1.201790491,0.9953563979,1,91,0
60,56813.49168,14,15,710.4299248,16407.32379,24,17.70273151,0.1520352434,399.3057394,15532.14996,0,3,22,5,3,0.3461841081,4,72,10,2.9967809,0.9328865595,0,67,0
43,39553.49621,18,20,709.4029736,18914.86672,12,6.289462358,0.866899476,1211.695756,0,43674.56661,3,15,4,1,0.083081248,2,75,34,6.457372055,0.1768365673,1,84,0
55,53021.81769,10,39,634.5748249,17704.15296,36,4.645454565,0.1277458276,830.4748969,6049.101866,24444.30274,1,20,1,3,0.2337563123,2,90,43,7.234111133,0.3017711773,0,89,0
39,72509.35793,18,19,716.5147193,17359.17361,48,10.29756634,0.8643403989,2746.648895,19944.66776,9039.335162,3,9,5,3,0.09971558701,4,79,97,9.847759624,0.6624179994,0,100,0
25,53681.79258,17,22,600.2543573,29204.92744,24,7.825159018,0.8208911244,1939.586913,35537.06632,1338.152596,4,23,2,2,0.07256981165,4,83,63,4.287017188,0.2759612871,2,81,0
45,67032.96693,13,17,698.7547212,26945.36936,48,17.920926,0.545955689,3520.730867,3300.098309,11893.78165,3,11,2,1,0.7815753632,4,52,44,6.586196733,0.4657533156,0,30,0
44,64080.54166,19,2,694.0401314,27183.69102,48,17.52284676,0.3009973991,1970.016311,15079.04201,34491.89885,2,13,3,1,0.7269113759,2,32,95,11.23512565,0.6123550735,1,5,0
44,58810.10717,9,12,585.4916334,17702.15651,48,10.22927139,0.2944583892,2623.783696,11424.8844,17963.28686,5,29,5,3,0.5246518581,2,83,89,11.58598134,0.142154865,0,92,0
40,66895.90335,19,12,632.5728847,45111.80678,24,7.617783392,0.230359124,1166.429246,15874.09698,20009.98221,5,27,4,2,0.3500387157,2,59,50,1.050201588,0.1523086261,0,99,0
23,64074.79052,10,25,638.113131,37340.56953,24,17.99303241,0.4238800722,2866.572099,21845.56769,23794.79254,1,17,3,2,0.7242087503,2,15,11,9.446178235,0.2673739796,1,22,0
49,78109.62381,19,19,669.665339,8209.639138,60,5.680087516,0.5348336755,2506.916595,30569.53554,20204.5613,0,19,5,3,0.9285220783,1,22,96,9.166405494,0.2497777521,0,24,0
36,65681.97543,12,10,770.6296695,10272.11185,36,10.5884351,0.7025869857,3447.981713,13058.03548,31911.62204,3,24,5,1,0.2539708807,4,85,49,2.186343926,0.2541848601,0,92,0
41,47439.86558,17,34,714.8915591,18751.65103,60,7.667267926,0.8250952492,1689.184693,12466.05549,17059.46143,2,3,5,1,0.2106737428,5,80,97,5.482914535,0.3944533294,1,89,0
25,66710.40607,9,27,695.7267503,32350.21029,12,12.6629751,0.2978353256,2572.214544,0,10793.61565,0,21,1,2,0.8820661567,4,1,62,4.300459551,0.64817241,0,27,0
18,52434.48503,19,10,653.5055778,31454.7488,36,13.04702148,0.2836013054,3735.014849,10054.88487,3271.628858,1,19,4,3,0.5781542997,3,30,41,9.719351152,0.5867124087,1,1,0
43,67021.42853,17,22,721.183537,44174.75827,12,8.662928252,0.8620126334,3676.785898,21289.94471,7235.496741,2,18,2,2,0.03126815654,3,16,25,7.350269721,0.4184823943,0,29,0
56,98968.62042,17,1,619.8023346,11054.61031,24,10.02399996,0.09050679133,3286.422187,1577.922268,36783.5452,5,20,3,2,0.003429974196,3,68,86,6.066238383,0.5115812819,0,70,0
63,69680.34541,11,25,736.5583107,13850.64186,24,5.396282855,0.08551806088,3525.786273,26907.07079,25914.61406,2,2,5,1,0.9569130283,2,43,46,11.96657852,0.3055177353,0,29,0
53,52231.52137,8,19,682.5163609,11177.15902,24,3.778147075,0.1867194109,2122.631776,28484.74776,18652.72499,5,20,3,2,0.4998965209,4,21,76,5.976292056,0.01558630435,1,75,0
27,47060.76677,11,8,678.6446063,34255.28509,36,16.33162832,0.7072872544,2226.416185,6090.206141,26702.06465,1,11,2,2,0.2582531864,3,13,44,4.554205881,0.407691099,0,51,0
52,53382.94322,13,26,682.7588849,9320.226926,12,11.51009316,0.7311000567,2953.104886,14107.06051,0,0,29,2,3,0.7935726481,1,89,78,10.24458816,0.4876014712,0,61,0
30,54185.18164,16,10,532.4008668,46593.72991,24,4.587621414,0.3358956867,2251.760115,17810.21294,6698.469555,3,25,5,3,0.3640739898,1,99,67,4.865094643,0.1343343831,0,80,0
38,66285.6997,9,3,696.510964,31826.49978,60,7.616786839,0.377886193,3178.802451,29814.0883,0,3,20,3,1,0.4417984817,1,61,96,5.523981213,0.9014717505,0,58,0
53,38198.46393,10,38,702.816212,29316.23408,60,11.90228389,0.7295626574,3803.383403,30227.96808,0,4,14,5,3,0.7567714106,1,39,92,7.461113874,0.6916280965,1,95,0
54,58482.65291,19,30,609.1580635,33679.18685,36,6.397650662,0.8392132781,2736.40158,0,8775.218712,3,28,1,3,0.02028870509,4,48,17,7.831218518,0.4982953962,0,68,0
48,21498.15103,11,20,693.0537466,6454.170149,36,7.484896637,0.4977838725,1347.362704,7688.292057,22257.77196,1,2,4,3,0.7187980735,2,42,69,1.681322983,0.7639299801,1,28,0
27,84471.21195,8,34,694.2087365,32713.65943,48,10.12197584,0.413161758,3229.663046,0,28263.26703,3,25,5,3,0.523660926,5,12,74,1.525951165,0.5468162747,1,66,0
55,66269.12738,12,16,673.1250111,42636.27323,48,11.57686844,0.7769328601,1433.526632,11250.63968,30663.18907,2,6,5,3,0.06964763587,1,45,93,4.179526906,0.8191413093,0,72,0
54,42395.48796,17,19,695.3708784,3225.020005,48,9.542346887,0.7429226924,2766.284556,19269.63664,0,5,27,5,2,0.4825410274,5,9,89,3.327974305,0.7213076862,0,33,0
25,50035.34374,18,15,729.1168921,33061.70721,48,16.64713,0.5695678812,1929.088714,19558.6966,36475.25228,1,22,4,2,0.2571013508,3,72,78,3.445450875,0.7427835486,0,87,0
24,79682.55335,19,0,797.9091725,36446.32853,36,12.39277823,0.7364269257,2317.123248,12458.99357,22574.11945,2,22,4,3,0.9662304114,1,9,10,7.948540449,0.446965761,0,19,0
53,65008.85694,8,24,669.7990938,39818.82435,48,3.306023544,0.2307591435,3423.907694,14227.92723,18990.8573,1,10,4,2,0.3985283521,5,18,96,10.80380909,0.7318182149,1,81,0
19,44387.20242,14,19,544.2995209,20707.81519,60,11.51832088,0.4685498965,2343.897903,20378.20722,19622.95908,0,20,4,3,0.2571533612,3,55,95,11.81785559,0.7129561957,0,91,0
37,74426.58697,8,34,659.1637702,18953.87814,36,16.37791488,0.3648731367,2996.127704,11643.48549,8037.928467,4,4,1,2,0.126736939,2,93,100,4.158108286,0.1430770975,1,62,0
60,85196.85116,11,34,737.5255222,10672.45808,48,15.21441403,0.779082026,3884.233514,27860.15018,35369.44403,3,27,2,2,0.08667451557,3,45,92,1.649801275,0.1589533318,0,65,0
57,79632.74167,11,32,677.8591641,29150.34581,36,16.01127472,0.07973467769,3632.883914,13198.26972,11658.76177,3,19,1,1,0.8383919376,3,2,43,9.667273116,0.1369436833,1,21,0
45,50373.86073,13,12,738.5363317,5673.546072,12,13.93600773,0.0707652137,1593.474459,6819.773531,0,2,9,5,1,0.8023639596,2,69,36,7.935862753,0.06310511678,0,45,0
33,40465.34335,9,30,705.6764598,16757.12756,60,12.67197868,0.2694256607,1193.775341,19074.18658,30864.84561,3,6,3,3,0.08440936357,4,36,13,8.307877884,0.3140673433,1,76,0
